,post_title,post_user,post_firm,post_position,post_text,post_like,post_comment,post_timestamp,post_url,company
0,Conduent review,kr26,nan,nan,Does anyone have a work experience at Conduent? Any reviews on company?#companyreviews,1,1,2020-2-29 07:37:51,/post/Conduent-review-puzz8B0J,Conduent
0,Conduent Review?,Jelly234,/company/Dell/,nan,anyone have any info on Conduent and their new CEO since their chaos post Xerox spinoff,0,0,2020-8-20 17:16:07,/post/Conduent-Review-6jKbHZpt,Conduent
